sentence_0001|speaker_1|Ennerwor mank däi fräej mäiden tüsken 't Braukmer- un 't Auerkerland wor man dat lûud
sentence_0002|speaker_1|motoorgedrüüs fan d' äiwiğ minskentrek hóóst näit meer ferdülden maut, ferburgen in dat hôoğ gres,
sentence_0003|speaker_1|skuult fan däi machtiğ äiken boomen höör sâacht skaaren, liğt 'n lang sünnerliik pad, fergeeten
sentence_0004|speaker_1|un skróó. 'T is disser stee wor 'k ins' miin êerst läieft fun, unner d'
sentence_0005|speaker_1|glinsternd angels fan 'n glaajend sömmerdag, un wor s' mii ook weer fergung wiilst ik
sentence_0006|speaker_1|fersinken dee in d' däiept fan höör oogen un säi mii, ferstopt in unskülliğ kweedeläj,
sentence_0007|speaker_1|höör forwal see. Nuu sünt disser tiiden al lâang fergóón un striikent mii bloot noch
sentence_0008|speaker_1|of un an as spöykachtiğ slaajers, doch koom ik noch fóók bii disser stee, doo
sentence_0009|speaker_1|mii däi Auerker droekt t' fööl word't un dat geproot fan siin inwooners t' lichtfalliğ.
sentence_0010|speaker_1|Dor, in däi machtiğst tûun fan us land, wor däi föögels fräj in d' takken
sentence_0011|speaker_1|rüsselnt, höör nüsten baauent un ferlóótent, däi wulken as 'n wiet wiisder däi blâau heemelssäj
sentence_0012|speaker_1|beraajsent un dat gres gröyner let't as aarnds anners, dor leevt noch 'n wunnerliik spöyk,
sentence_0013|speaker_1|wat mii al miin häiel leevend folgen dee, man sük bloot up disser stee wies
sentence_0014|speaker_1|fööer mii fertöönen wul. Un up disser dağ, fan däi 'k nuu fertellen wil, wees
sentence_0015|speaker_1|häi sük fan näjs, disser oel fründ, doch näit in 't betoovernd gelóót fan 'n
sentence_0016|speaker_1|mooj wicht as woleer, man as 'n oel skrumpeliğ keerl, däi d'r achter d' mäiden
sentence_0017|speaker_1|in 'n lütje slood lağ t' duuseln. Eerst was ik däi man häil näit gewoer
sentence_0018|speaker_1|worden. In 't denken ferlooren leep ik miin went pad as altiid, däi kwakkelk stäinen
sentence_0019|speaker_1|unner miin fauten. Fööer twei dóóeğ was ik bii 't uphangen fan 'n kloek in
sentence_0020|speaker_1|d' bóódkóómer fan 't gemak faalen un haar mii däi kop an d' gemaksbriel stöt't.
sentence_0021|speaker_1|Siitdeem kul mii 't bräigen altiid, doo 'k man 'n setje in d' süen stun,
sentence_0022|speaker_1|un ik was up d' söyek nóó d' skâar unner wat rubbiğ boomen düüdelk fan
sentence_0023|speaker_1|miin n'rmóóel pad ofkoomen, doo 'k achter 'n lütje busk bii 'n slood t'móól 'n
sentence_0024|speaker_1|machtiğ snurken fernam. "Wel is d'r?", reep 'k. Kiin antern. "Ik heb Jau wol höört."
sentence_0025|speaker_1|Doo rööğdent sük däi blóóden un 'n oel keer kroop tau d' struuken uut, stiel
sentence_0026|speaker_1|fööer sük hen fuuternd: "Düüvel, bliksem, wat faalt däi fent in us t' stöören. Wil
sentence_0027|speaker_1|häi us noch âal um d' hals brengen!" Fut achteran folğde hum 'n tuustiğ hund,
sentence_0028|speaker_1|'n lütje snaautser, däi mii mistrauiğ beoogen dee. Däi keerl stun umstóóndelk up, hul sük
sentence_0029|speaker_1|d'r bii siin kruem rüeğ un stende almanweğ, man kweem den mit 'n unferwacht't gaauiğkaid
sentence_0030|speaker_1|up mii dóól. "Wat befaalt 't dii mii hir tau stöören!
sentence_0031|speaker_1|Wäist näit, wat fandóóeğ föör 'n dağ is?", böelk häi mii an. "Dingsdağ", see ik
sentence_0032|speaker_1|ferwunnert. "Heb ik 't näit säegt!
sentence_0033|speaker_1|Dingsdağ.", wul däi keerl al anfangen, man besun sük doo mitäins: "Jäiget, dingsdağ säeğst duu?
sentence_0034|speaker_1|Dat kan näit, fandóóeğ is söndağ!" "Nee, fandóóeğ is dingsdağ." Häi keek ferdattert föör sük
sentence_0035|speaker_1|uut. "Nee, dat kan näit. Up dingsdağ eet ik altiid brummelbäjen un däi heb 'k
sentence_0036|speaker_1|d'r fandóóge näit. Düs maut fandóóeğ söndağ weesen." Häi wees nóó 'n näit nóóder bestemt
sentence_0037|speaker_1|stee dat lâang pad andóól. "Un was fandóóeğ dingsdağ, den haar däi postkûuts d'r je
sentence_0038|speaker_1|ook al west. Nee, dat kan näit. Bóós Beenengó let't sük näit an 't mûul
sentence_0039|speaker_1|miigen. Häi dwingt däi tiid, näit annersum!" Ik leet hum siin woorden unkummentäärt döörgóón. Däi
sentence_0040|speaker_1|keerl, Bóós Beenengó, soo as häi sük nöymde, was blaukbor näit meer häil up d'
sentence_0041|speaker_1|höeğt fan siin gäistelk fermöögen. "Hir kumt soowiisoo noojt 'n kûuts", see ik man bloot.
sentence_0042|speaker_1|Dat haar 'k läiver näit dóón sult. "Wat sal dat häiten, 'noojt 'n kûuts', 'noojt
sentence_0043|speaker_1|'n kûuts'. Fan sülst kumt hir 'n kûuts!
sentence_0044|speaker_1|Woo söölent däi hôoğ heeren den anners nóó Auerk koomen, he?
sentence_0045|speaker_1|Het häi d'r insent um docht. Fläigen köönent s' je wol näit. Fan sülst kumt
sentence_0046|speaker_1|hir 'n kûuts, däi hanooversk postkûuts up d' dingsdağ teegen sünriisen. Un den bün 'k
sentence_0047|speaker_1|d'r föör höör." In róóseräj ferdwoolen gung häi weeruem nóó siin busk, däi hund achtertau
sentence_0048|speaker_1|as 'n stiel gefolğ. Ik keek hum ferwunnert achternóó, wul däi oel wrantpot in siin
sentence_0049|speaker_1|twiivelmaudiğ free lóóten un taugóón, man 't dürs näit lâang, doo wüpde siin spilliğ figüer
sentence_0050|speaker_1|al weer tau d' buskóózje uut. Un dit móól hul häi wat in d' hâan.
sentence_0051|speaker_1|'N geweer. Däiep rust umgreep däi lâang loop un däi holten skecht leet old un
sentence_0052|speaker_1|möör. 'T leet as 'n muskêet. Worskiinelk is 't wies 'n muskêet, doch ik doo.
sentence_0053|speaker_1|Häi wees mii 't wóópen. "Fan däi Fransken", ferkloer häi. "D'r mautent däi Hanooversken eerst
sentence_0054|speaker_1|an biilangs. Sööm pund, 69-kaliiber, dat sal däi düütsk düüvels häil näit smóóken. Un eer
sentence_0055|speaker_1|s' weeruem köönent, gaajt däi fâal achter höör diecht. Den kumt Klóósoom up höör dóól
sentence_0056|speaker_1|un den het 't west mit däi fâajn heeren. Den köönent s' höör kaiser of
sentence_0057|speaker_1|gróóf, of woo s' däi görtkop nöyment, 'n gâaud nacht wünskern!" Häi wees 'n bräid
sentence_0058|speaker_1|laagen, man ferfung sük den in 'n düğtiğ hausten, däi 'n häil set anhul. Ik
sentence_0059|speaker_1|keek hum man stum an. Wat däi keerl wul, haar 'k noch altiid näit recht
sentence_0060|speaker_1|begreepen. Man mit däi tiid wur 't alweğ maaler. Doo häi sük bedort haar, wees
